Analysis.Region,Object.Id,XMin,XMax,YMin,YMax,DAPI..DAPI..Positive.Classification,DAPI..DAPI..Positive.Nucleus.Classification,DAPI..DAPI..Nucleus.Intensity,DAPI..DAPI..Cell.Intensity,M1..Opal.480..Positive.Classification,M1..Opal.480..Positive.Nucleus.Classification,M1..Opal.480..Nucleus.Intensity,M1..Opal.480..Cell.Intensity,M2..Opal.520..Positive.Classification,M2..Opal.520..Positive.Cytoplasm.Classification,M2..Opal.520..Cytoplasm.Intensity,M2..Opal.520..Cell.Intensity,M3..Opal.570..Positive.Classification,M3..Opal.570..Positive.Nucleus.Classification,M3..Opal.570..Nucleus.Intensity,M3..Opal.570..Cell.Intensity,M4..Opal.620..Positive.Classification,M4..Opal.620..Positive.Cytoplasm.Classification,M4..Opal.620..Cytoplasm.Intensity,M4..Opal.620....Cytoplasm.Completeness,M4..Opal.620..Cell.Intensity,M5..Opal.650..Positive.Classification,M5..Opal.650..Positive.Cytoplasm.Classification,M5..Opal.650..Cytoplasm.Intensity,M5..Opal.650..Cell.Intensity,M6..Opal.690..Positive.Classification,M6..Opal.690..Positive.Cytoplasm.Classification,M6..Opal.690..Cytoplasm.Intensity,M6..Opal.690..Cell.Intensity,M7..Opal.780..Positive.Classification,M7..Opal.780..Positive.Cytoplasm.Classification,M7..Opal.780..Cytoplasm.Intensity,M7..Opal.780....Cytoplasm.Completeness,M7..Opal.780..Cell.Intensity,Cell.Area..µm..
Tumour,22932,27448,27462,7396,7407,1,1,15.525676,13.445164,0,0,0.008297,0.006172,1,1,4.382112,3.610455,1,1,3.506843,3.290365,1,1,7.667242,100,6.765508,1,1,8.92925,8.876914,1,1,14.619215,15.228871,0,0,0.667912,0,0.725819,30.295273
Tumour,22938,27209,27219,7400,7416,1,1,36.252804,29.725147,0,0,0.011832,0.008723,1,1,5.720502,5.68364,1,1,8.66207,7.251711,1,1,9.884983,91.66667,10.216093,1,1,12.213406,13.386799,1,1,27.385303,32.17222,0,0,1.172244,47.22222,1.365862,34.301258
Tumour,22953,27439,27455,7420,7440,1,1,19.759254,17.627506,0,0,0.002987,0.002945,1,1,3.625454,3.450912,0,0,2.768484,2.763677,1,1,9.730472,100,8.895823,1,1,10.496402,9.797164,1,1,23.297503,26.068312,0,0,1.083333,25,1.164908,58.086803
Tumour,22955,27390,27402,7421,7434,1,1,33.529293,28.311249,0,0,0.044297,0.032657,1,1,8.011613,6.217555,1,1,12.36853,10.823657,1,1,12.838627,100,15.117241,1,1,14.970149,15.735007,1,1,29.45112,32.870945,0,0,1.067822,36.11111,1.139887,34.301258
Tumour,22961,27363,27377,7424,7438,1,1,15.00578,13.630072,0,0,0.002217,0.001857,1,1,6.27007,9.716517,1,1,5.471841,4.929899,0,0,0.707558,16,0.231853,1,1,12.727799,11.455107,1,1,20.960499,26.365074,0,0,0.950345,32,1.196873,38.557617
Tumour,22964,27315,27328,7428,7442,1,1,19.960306,17.545956,0,0,0.016087,0.012168,0,0,1.963326,2.21024,0,0,2.562315,2.255398,0,0,0.264652,5.263158,0.094843,0,0,3.020737,3.430582,1,1,14.292386,17.524752,0,0,0.787953,0,0.879892,39.05837
Tumour,22965,27466,27481,7428,7440,1,1,19.21187,16.594427,0,0,6.9e-05,5.3e-05,1,1,2.619612,3.182382,0,0,2.238414,2.104061,1,1,5.868211,73.68421,6.801045,0,0,6.363476,6.252617,1,1,12.106338,14.660228,0,0,0.585937,2.631579,0.683095,39.559116
Tumour,22979,27131,27147,7446,7456,1,1,6.248229,5.474991,0,0,0.028458,0.026808,0,0,0.606969,0.712512,0,0,0.211339,0.206629,0,0,0.012585,0,0.006806,0,0,3.318827,3.254243,0,0,2.319752,2.321413,0,0,0.354207,0,0.555058,41.06136
Tumour,22982,27489,27498,7447,7462,1,1,29.357582,25.372368,0,0,0,0,0,0,1.381083,1.744984,0,0,1.085327,0.98921,0,0,0.456806,10.714286,1.74541,0,0,2.55348,3.514387,0,0,3.780787,5.809299,0,0,0.360852,0,0.382408,31.547142
Tumour,22986,27178,27191,7451,7465,1,1,18.536982,15.818429,0,0,0.034367,0.034875,0,0,0.759032,0.771924,0,0,0.464539,0.457229,0,0,0.236483,2.631579,0.077071,0,0,4.28511,4.703684,0,0,3.550391,3.906957,0,0,0.702283,5.263158,0.810237,40.310238
Tumour,22997,27098,27112,7461,7475,1,1,26.467949,24.118082,0,0,0.030018,0.025893,0,0,1.117379,1.190725,0,0,0.829928,0.789618,0,0,0,0,0.000328,1,1,7.092284,6.803726,0,0,6.010459,6.040857,0,0,0.921074,11.111112,0.848329,32.799015
Tumour,23029,27448,27462,7489,7504,1,1,32.122177,26.868553,0,0,0,0,1,1,8.334303,8.5038,1,1,6.307781,5.916708,1,1,14.140457,97.4359,12.860147,1,1,17.536983,17.775492,1,1,22.060562,23.606058,0,0,1.031466,30.769232,1.128527,40.310238
Tumour,23036,27312,27325,7496,7509,1,1,8.351878,7.256003,0,0,0.000567,0.000426,0,0,0.713943,0.886717,0,0,0.305366,0.287445,0,0,0.015166,0,0.004847,0,0,2.564084,3.51825,0,0,1.619526,2.435242,0,0,0.396192,0,0.667363,40.310238
Tumour,23051,27097,27118,7524,7539,1,1,35.061714,31.356844,1,1,0.269366,0.235923,0,0,1.23309,1.440563,0,0,0.834111,0.815986,0,0,0.018939,0,0.007714,1,1,7.335897,7.838526,1,1,6.513846,7.398388,0,0,0.789327,0,0.831749,74.86187
Tumour,23059,27360,27372,7544,7558,1,1,5.931118,5.142078,0,0,0.001025,0.000756,0,0,0.487456,0.530607,0,0,0.172911,0.156885,0,0,0,0,0,0,0,2.121068,2.358332,0,0,1.266218,1.644471,0,0,0.327622,0,0.431189,38.05687
Tumour,23061,27296,27303,7545,7555,1,1,39.470078,31.578327,0,0,0,0,1,1,4.436217,6.112578,0,0,1.987753,1.678165,0,0,0,0,0,1,1,9.873341,13.724541,1,1,7.124838,10.316668,0,0,0.769251,27.777779,1.148255,17.275816
Tumour,23072,27009,27021,7587,7599,1,1,30.41793,25.023275,1,1,0.334461,0.269328,0,0,0.681883,0.895437,0,0,0.301163,0.280435,0,0,0.003224,0,0.004246,0,0,2.894632,2.931268,0,0,2.088691,2.603871,0,0,0.665514,5.882353,0.858566,31.046394
Tumour,23076,27602,27613,7596,7609,1,1,14.61267,12.765162,0,0,0,0,0,0,0.481871,0.632403,0,0,0.355567,0.332791,0,0,0.001407,0,0.00031,0,0,2.234529,2.820772,0,0,0.932799,1.515826,0,0,0.609812,3.125,0.675399,36.304253
Tumour,23084,27600,27614,7614,7630,1,1,37.85245,32.429565,0,0,0,0.000807,0,0,0.898211,0.95401,0,0,0.553222,0.528487,0,0,0.027773,0,0.011167,0,0,5.341667,5.556886,0,0,3.658803,4.048555,0,0,0.964828,17.5,0.923254,43.5651
Tumour,23094,27519,27535,7632,7650,1,1,21.842037,20.451681,1,1,0.189504,0.160559,0,0,0.61757,0.622776,0,0,0.389731,0.38901,0,0,0,0,0,1,1,7.191991,7.071055,0,0,5.505997,5.240479,0,0,0.689042,0,0.661317,61.59204
Tumour,23104,27528,27546,7647,7674,1,1,19.179676,18.037937,1,1,0.057295,0.051209,0,0,0.577616,0.622308,0,0,0.440191,0.428607,0,0,0,0,0,0,0,6.066236,6.31622,0,0,4.620864,5.310648,0,0,0.663344,6.818182,0.671317,103.15415
Tumour,23116,27450,27467,7662,7680,1,1,21.723257,20.92649,1,1,0.102112,0.08876,0,0,0.578873,0.645451,0,0,0.330437,0.325139,0,0,0,0,0,0,0,6.068505,5.869543,0,0,4.345415,4.472943,0,0,0.587776,0,0.559237,66.599525
Tumour,23148,27341,27352,7689,7703,1,1,34.344578,27.219126,1,1,0.308892,0.226785,0,0,0.50781,0.744268,0,0,0.245311,0.215098,0,0,0,0,0.000221,0,0,1.219835,1.373424,0,0,0.63697,0.974456,0,0,0.418876,0,0.767744,30.295273
Tumour,23153,27668,27683,7692,7710,1,1,15.957349,14.741674,1,1,0.064862,0.054971,0,0,0.677971,0.645257,0,0,0.401585,0.387742,0,0,0,0,0,1,1,8.549792,7.774569,1,1,7.322254,6.51344,0,0,0.668018,0,0.608575,44.316223
Tumour,23167,27440,27452,7703,7719,1,1,22.959087,20.369442,0,0,0.003298,0.00273,0,0,0.63631,0.825064,0,0,0.920668,0.855162,0,0,0,0,0.000659,0,0,5.581151,6.247139,0,0,4.223361,4.883007,0,0,0.687994,0,0.832703,44.566597
Tumour,23172,27608,27616,7709,7721,1,1,12.609275,11.38545,0,0,0.048901,0.033941,0,0,0.678316,0.717749,0,0,0.475644,0.490585,0,0,0,0,0,1,1,7.973567,8.43646,1,1,6.839579,7.588665,0,0,0.754528,0,0.832997,21.281803
Tumour,23193,27602,27628,7726,7750,1,1,27.201439,25.13432,1,1,0.509704,0.43959,0,0,0.708405,0.731945,0,0,0.856373,0.807502,0,0,0,0,9.2e-05,1,1,7.962905,7.516685,1,1,6.898282,6.782861,0,0,0.809919,9.859155,0.76049,120.42997
Tumour,23210,27674,27688,7738,7753,1,1,23.314125,21.029293,1,1,0.206964,0.17256,0,0,0.656727,0.679882,0,0,0.44775,0.436927,0,0,0,0,0,0,0,5.320904,4.915277,0,0,4.005103,4.398837,0,0,1.027855,25,0.887366,32.04789
Tumour,23217,27062,27077,7743,7761,1,1,13.692034,13.267246,1,1,0.085191,0.09226,0,0,0.676475,0.68876,0,0,0.417704,0.406713,0,0,0.020002,0,0.004379,0,0,4.563744,5.923777,0,0,4.509784,5.388102,0,0,0.57407,0,0.63242,48.07184
Tumour,23218,27302,27316,7742,7757,1,1,14.769464,13.346084,0,0,0.031913,0.032201,0,0,1.150548,1.115764,0,0,1.105915,1.091016,1,1,4.355628,64.51613,3.261654,1,1,8.462867,8.845306,1,1,6.522826,6.742179,0,0,0.829986,9.677419,0.811198,40.810986
Tumour,23230,27493,27507,7750,7762,1,1,15.529939,13.80261,1,1,0.255669,0.223037,0,0,0.699393,0.607729,0,0,0.478615,0.476906,0,0,0,0,0.001602,0,0,3.555566,4.799212,0,0,2.708086,3.618545,0,0,0.476296,0,0.568993,37.55612
Tumour,23235,27623,27639,7754,7775,1,1,20.042805,18.918444,1,1,0.086915,0.076693,0,0,0.718296,0.807948,0,0,0.454985,0.468302,0,0,0,0,0.000268,1,1,10.098839,9.960698,1,1,8.559226,8.757406,0,0,0.628441,0,0.632271,54.08082
Tumour,23247,27608,27621,7764,7778,1,1,22.244947,20.573252,1,1,0.094578,0.091462,0,0,0.797526,0.716268,0,0,0.976809,0.944487,0,0,0,0,0.000309,1,1,9.582091,9.291773,1,1,8.884048,8.329949,0,0,0.648101,2.941176,0.569714,48.322212
Tumour,23258,27595,27608,7778,7792,1,1,33.98625,28.716837,1,1,1.130087,0.895263,0,0,0.728053,0.747294,0,0,1.051672,0.991068,0,0,0,0,0,1,1,8.514269,8.81565,1,1,6.812022,7.797566,0,0,0.852804,14.285715,0.841691,35.803505
Tumour,23259,27040,27052,7779,7794,1,1,14.716694,12.781569,1,1,0.156222,0.173239,0,0,0.701612,0.77516,0,0,0.303152,0.289197,0,0,0,0,0,0,0,5.230709,7.330991,0,0,4.713769,6.540726,0,0,0.682497,3.448276,0.869507,35.05238
Tumour,23262,27386,27399,7780,7792,1,1,14.555051,12.858542,1,1,0.144472,0.156427,0,0,0.417742,0.485081,0,0,0.17834,0.167732,0,0,0,0,0.005974,0,0,3.608663,3.972,0,0,2.459535,2.872673,0,0,0.52997,0,0.620106,31.547142
Tumour,23270,27033,27043,7785,7794,1,1,20.291012,19.00378,1,1,0.123973,0.117434,0,0,0.778042,1.019071,0,0,0.602693,0.575792,0,0,0,0,0,1,1,7.518302,10.960161,0,0,6.080108,9.542354,0,0,0.809092,15.384616,0.949316,21.03143
Tumour,23274,27394,27405,7790,7801,1,1,18.066357,14.960965,0,0,0.044665,0.03545,0,0,0.465831,0.53901,0,0,0.234614,0.223416,0,0,0,0,2.7e-05,0,0,2.839833,3.71336,0,0,1.716912,2.687453,0,0,0.468524,0,0.566975,27.79153
Tumour,23288,27639,27654,7803,7824,1,1,24.450397,22.970089,1,1,0.140941,0.121525,0,0,0.849572,0.762505,0,0,0.632923,0.629015,0,0,0,0,0,1,1,9.117287,8.569829,1,1,7.273703,7.188476,0,0,0.743184,0,0.582738,69.60401
Tumour,23300,27658,27670,7820,7830,1,1,26.009605,23.946095,1,1,0.417657,0.351197,0,0,0.855044,0.743794,0,0,1.094557,1.042179,0,0,0,0,0,1,1,12.05062,11.65275,1,1,10.212882,10.448932,0,0,0.6267,0,0.561352,21.78255
Tumour,23332,27588,27605,7887,7904,1,1,7.750034,6.868275,1,1,0.07895,0.091306,0,0,0.518581,0.554021,0,0,0.504015,0.452406,0,0,0.546771,5.769231,1.592691,0,0,2.330542,3.048286,0,0,1.277896,2.064603,0,0,0.32986,0,0.426371,67.10027
Tumour,23333,27147,27159,7890,7903,1,1,21.694088,18.099987,1,1,0.24818,0.218337,0,0,0.626868,0.751231,0,0,0.695784,0.672082,0,0,0.281478,0,0.144251,0,0,5.415151,6.182671,0,0,4.420847,5.618285,0,0,0.617522,2.777778,0.660223,36.05388
Tumour,23342,27714,27724,7365,7383,1,1,28.183355,23.634098,0,0,0,0,1,1,4.819497,4.743798,1,1,4.321609,3.728771,0,0,0.650135,12.820514,0.390155,1,1,8.470028,10.414455,0,0,5.426242,6.656414,0,0,0.796163,5.128205,1.001102,37.55612
Tumour,23345,28256,28284,7372,7400,1,1,13.736996,13.294395,1,1,0.055159,0.049111,0,0,0.566883,0.602279,0,0,0.525526,0.522643,0,0,0.074202,0,0.08159,0,0,5.557375,6.001352,0,0,3.934137,4.464622,0,0,0.724339,2.985075,0.657528,152.9786
Tumour,23346,28310,28324,7372,7387,1,1,12.99405,12.280406,0,0,0.00021,0.000172,0,0,0.719116,0.619769,0,0,0.442022,0.456608,0,0,0.038114,0,0.016462,0,0,4.74785,4.01951,0,0,3.09052,2.549055,0,0,0.858886,0,0.77559,41.812485
Tumour,23359,28389,28399,7382,7394,1,1,16.177006,13.962875,0,0,0,0,0,0,0.458152,0.489931,0,0,0.548022,0.547758,0,0,0.03298,0,0.009835,0,0,4.616737,4.713627,0,0,3.196721,3.044782,0,0,0.594634,0,0.540434,26.53966
Tumour,23396,28448,28460,7415,7431,1,1,11.146548,9.773758,0,0,0,0,0,0,0.476875,0.512995,0,0,0.555842,0.517091,0,0,0.010316,0,0.002458,0,0,2.935381,3.403149,0,0,1.331413,2.023134,0,0,0.719497,0,0.676898,45.317722
Tumour,23397,28340,28365,7418,7441,1,1,5.390976,4.956697,0,0,0.028779,0.025762,0,0,0.460016,0.450205,0,0,0.506855,0.502996,0,0,0.290134,6.896552,0.301301,0,0,6.247807,7.13088,0,0,4.499656,5.241416,0,0,0.671911,0,0.554778,110.665375
Tumour,23399,28279,28294,7419,7433,1,1,16.314663,14.965141,0,0,0.000336,0.00027,0,0,0.513219,0.557301,0,0,0.491442,0.478289,0,0,0,0,0,0,0,5.317653,4.27586,0,0,4.160389,3.44979,0,0,0.754251,0,0.697775,43.5651
Tumour,23431,27814,27825,7473,7489,1,1,26.430904,22.078884,0,0,0.034934,0.026201,1,1,3.294779,3.260985,1,1,8.036146,6.909621,1,1,6.328681,97.4359,8.3834,1,1,8.116014,10.128261,1,1,25.01615,33.27465,0,0,1.105671,41.025642,1.347911,39.05837
Tumour,23439,28385,28407,7482,7508,1,1,14.677567,13.496361,0,0,0.004812,0.004137,0,0,0.545352,0.58976,0,0,0.531199,0.516628,0,0,0,0,0.00109,1,1,7.285811,7.693937,0,0,5.56282,6.032915,0,0,0.714434,0,0.647774,94.641426
Tumour,23474,27706,27716,7512,7526,1,1,5.738152,5.065426,0,0,0.000314,0.00024,0,0,1.611851,2.321504,0,0,2.370757,2.096583,0,0,0.74393,10.344828,0.71704,0,0,4.125976,5.937206,0,0,3.667756,4.931747,0,0,0.560227,13.793103,0.746513,30.79602
Tumour,23476,28156,28165,7516,7525,1,1,34.685863,28.72904,0,0,0,0,1,1,7.128261,10.301214,1,1,4.723571,4.34815,1,1,6.443402,95,6.854161,1,1,20.120972,29.233562,1,1,19.689976,33.68133,0,0,0.699202,0,1.046723,22.283298
Tumour,23477,27775,27791,7518,7535,1,1,9.924961,8.575576,0,0,0.001044,0.000837,1,1,2.628248,2.953726,0,0,2.540697,2.377213,1,1,7.952447,100,10.088655,0,0,5.685486,6.325336,1,1,12.589826,14.297577,0,0,0.573356,10,0.650413,50.575577
Tumour,23481,27721,27734,7523,7534,1,1,16.72877,14.02272,0,0,0.024108,0.021784,0,0,1.546029,2.586746,1,1,5.036422,4.35958,1,1,5.795983,87.09677,9.871682,1,1,8.146756,9.917519,1,1,15.349774,24.789377,0,0,0.87805,22.580645,0.984347,35.302753
Tumour,23498,28429,28443,7552,7564,1,1,18.625475,15.561741,0,0,0,0,0,0,0.671487,0.78641,0,0,0.545054,0.522021,0,0,0.035439,0,0.017396,0,0,3.212195,4.332887,0,0,2.41593,4.704024,0,0,0.682551,5.263158,0.84453,38.807995
Tumour,23524,27712,27724,7611,7622,1,1,22.648481,19.781332,0,0,0.000729,0.005855,0,0,0.584073,0.611975,0,0,0.373445,0.354694,0,0,0.002024,0,0.000604,0,0,2.800597,2.620401,0,0,1.803504,1.800205,0,0,0.523538,0,0.619524,28.542654
Tumour,23528,27890,27901,7615,7628,1,1,47.163467,37.038334,0,0,0,0,1,1,8.996828,9.432736,1,1,4.643473,4.722787,1,1,11.796339,96.77419,9.391577,1,1,48.087967,45.393635,1,1,43.042084,44.65777,1,1,1.245338,58.064514,1.266488,28.041904
Tumour,23534,27725,27742,7618,7634,1,1,8.916955,8.175859,0,0,0.048903,0.039112,0,0,0.599834,0.619658,0,0,0.437068,0.423913,0,0,0,0,0,0,0,5.2434,5.987258,0,0,3.879841,4.855742,0,0,0.554793,0,0.699857,48.322212
Tumour,23540,28326,28344,7619,7635,1,1,19.051304,16.734339,0,0,0.008442,0.006835,0,0,0.610569,0.890375,0,0,0.725854,0.679831,0,0,0.826126,12.244898,0.895949,0,0,3.685545,4.594018,0,0,1.725515,2.49718,0,0,0.755202,18.367348,0.935488,57.83643
Tumour,23547,28175,28186,7629,7644,1,1,17.200342,14.256329,0,0,0,0,1,1,4.296995,5.20985,0,0,2.992697,2.511839,0,0,0.193001,2.631579,0.047935,1,1,23.064863,31.663551,1,1,18.823246,25.671875,0,0,0.759587,0,0.792707,38.307243
Tumour,23601,28278,28292,7680,7692,1,1,20.06322,16.901768,0,0,0.000277,0.00146,1,1,2.303311,2.796,0,0,0.69529,0.657573,0,0,0,0,0,0,0,4.59657,5.527215,0,0,2.072027,2.672368,0,0,0.805241,21.875,0.979557,37.055374
Tumour,23621,28399,28416,7697,7713,1,1,20.882664,19.279709,1,1,0.472575,0.402704,0,0,0.543406,0.543946,0,0,0.590572,0.567222,0,0,0.012165,0,0.004538,0,0,6.172797,5.966269,0,0,3.73097,3.544315,0,0,0.613827,0,0.602882,58.337177
Tumour,23628,28375,28385,7700,7711,1,1,14.933442,13.210963,1,1,0.106068,0.08465,0,0,0.572614,0.641803,0,0,0.801262,0.789201,0,0,0.000267,0,0.00602,1,1,8.221282,10.162378,0,0,4.816264,6.33925,0,0,0.754159,9.523809,0.714644,26.038912
Tumour,23644,28373,28385,7711,7727,1,1,19.320864,17.187107,1,1,0.244325,0.207769,0,0,0.629562,0.644464,0,0,0.792695,0.75697,0,0,0,0,0.00422,1,1,8.759044,9.948263,0,0,4.938778,5.868175,0,0,0.624337,4.166667,0.640645,38.557617
Tumour,23651,27741,27757,7717,7734,1,1,25.198328,23.014046,1,1,0.197815,0.177068,0,0,0.716701,0.733912,0,0,0.800417,0.782947,0,0,0.022751,0,0.00814,1,1,9.354765,8.470729,1,1,8.09904,8.358627,0,0,0.724815,0,0.715367,48.322212
Tumour,23660,27734,27749,7726,7743,1,1,23.272709,20.903576,1,1,0.707976,0.586386,0,0,0.753844,0.739391,0,0,0.931986,0.889956,0,0,0,0,0,1,1,8.675243,7.238508,1,1,7.689329,7.192732,0,0,0.700569,0,0.71107,48.07184
Tumour,23663,27795,27810,7730,7746,1,1,17.0877,16.101229,1,1,0.075025,0.067036,0,0,0.653966,0.670747,0,0,0.531619,0.522435,0,0,0,0,0,1,1,8.130536,8.453385,1,1,7.471292,8.486797,0,0,0.811911,0,0.712819,54.08082
Tumour,23673,28221,28231,7737,7742,1,1,18.526457,18.28883,0,0,0,0,0,0,1.811524,1.623997,0,0,0.851031,0.900701,0,0,0.58169,13.636364,0.353467,0,0,5.558259,5.138859,0,0,2.509178,2.337189,0,0,0.735535,4.545455,0.678745,13.770578
Tumour,23705,28167,28178,7759,7772,1,1,10.349974,9.284637,0,0,0,0.002627,0,0,0.825844,0.777076,0,0,0.367423,0.368932,0,0,0.044811,0,0.01787,0,0,2.80032,3.634072,0,0,1.169376,1.656068,0,0,0.404523,0,0.46462,29.794523
Tumour,23706,28397,28412,7759,7772,1,1,8.270629,7.735202,0,0,0,0.000666,0,0,0.543068,0.506933,0,0,0.366397,0.366298,0,0,0,0,0,0,0,5.503982,5.143019,0,0,3.181266,2.732884,0,0,0.611327,3.125,0.592417,38.307243
Tumour,23717,28373,28391,7771,7786,1,1,10.439452,9.272106,0,0,0.004751,0.003946,0,0,0.806366,1.017412,0,0,0.476725,0.461818,0,0,0.018173,0,0.013461,0,0,2.329182,2.37101,0,0,0.539142,0.397327,0,0,0.371256,0,0.406485,59.0883
Tumour,23730,27811,27823,7779,7789,1,1,20.62804,18.174793,0,0,0.047227,0.040205,0,0,0.800787,0.786194,0,0,0.503733,0.519134,0,0,0.004535,0,0.004387,1,1,6.806818,5.670836,0,0,4.830857,3.863732,0,0,0.535322,0,0.56115,27.79153
Tumour,23737,28270,28284,7788,7802,1,1,28.09878,25.624039,0,0,0,0,1,1,5.352808,4.429262,0,0,2.077512,2.111391,1,1,7.359659,90,6.852805,1,1,14.797939,14.618376,1,1,8.546283,8.918932,0,0,0.586965,0,0.701536,45.81847
Tumour,23745,28213,28235,7793,7806,1,1,13.107218,11.322229,0,0,0.011698,0.010503,0,0,0.660031,0.703114,0,0,0.367657,0.364963,0,0,0.00267,0,0.001039,0,0,3.971926,3.852845,0,0,1.776997,1.747558,0,0,0.487715,0,0.51251,54.331192
Tumour,23746,28251,28264,7794,7806,1,1,35.184944,30.65187,0,0,0,0,1,1,5.298967,4.2393,0,0,1.536008,1.457963,0,0,0.316244,3.571429,0.448264,0,0,3.947319,3.745246,0,0,1.161212,1.046548,0,0,0.649813,7.142858,0.726764,31.797518
Tumour,23760,28221,28240,7808,7828,1,1,12.972019,12.022404,0,0,0.031759,0.028127,0,0,0.676622,0.727173,0,0,0.531361,0.525071,0,0,0,0,0,0,0,6.688122,6.647612,0,0,4.12041,4.081232,0,0,0.735259,0,0.71407,85.37759
Tumour,23763,27789,27806,7815,7829,1,1,16.916386,14.778584,0,0,0,0,0,0,0.592909,0.605048,0,0,0.329376,0.309272,0,0,0,0,0,0,0,2.751517,2.602823,0,0,1.502174,1.421906,0,0,0.450738,0,0.559819,48.82296
Tumour,23766,27845,27858,7817,7832,1,1,21.588623,18.207876,0,0,0.001932,0.002796,0,0,0.603335,0.711583,0,0,0.788082,0.785763,0,0,2.396453,38.46154,1.363167,1,1,9.332237,8.990726,1,1,8.355613,8.764097,0,0,0.58784,0,0.685522,41.06136
Tumour,23795,27839,27851,7840,7851,1,1,11.190763,9.536097,0,0,0.009485,0.012379,0,0,0.747064,0.766948,0,0,0.80803,0.770316,0,0,0.780301,18.75,0.831761,1,1,9.912464,9.179924,1,1,9.462582,9.285897,0,0,0.632143,6.25,0.77809,28.041904
Tumour,23808,27977,27995,7850,7862,1,1,26.629036,22.829762,0,0,0,0,0,0,0.914363,0.92727,0,0,0.159502,0.152549,0,0,0,0,0,1,1,25.895472,23.068525,1,1,20.597998,18.35077,0,0,1.026844,15.000001,0.957572,43.314728
Tumour,23827,28235,28247,7867,7884,1,1,22.544836,21.220919,0,0,0.024012,0.019632,0,0,0.572217,0.577429,0,0,0.448657,0.429043,0,0,0,0,0,1,1,7.531622,7.790506,0,0,4.810343,5.180445,0,0,0.484564,0,0.539256,37.055374
Tumour,23844,28299,28318,7880,7905,1,1,24.657541,23.22988,1,1,0.182417,0.170052,0,0,0.505533,0.539904,0,0,0.484523,0.475086,0,0,0,0,0.000168,0,0,5.572734,6.194335,0,0,3.060507,3.609821,0,0,0.744792,5.263158,0.738505,88.88282
Tumour,23869,28116,28130,7901,7918,1,1,17.58604,16.251509,0,0,0.001073,0.000915,0,0,0.556698,0.540794,0,0,0.556189,0.531525,0,0,0,0,0,0,0,5.095627,5.237803,0,0,2.663145,2.924649,0,0,0.461615,0,0.48929,52.57857
Tumour,23883,28342,28354,7919,7930,1,1,15.792782,13.863983,1,1,0.078251,0.067613,0,0,0.640364,0.681083,0,0,0.616593,0.597962,0,0,0,0,0.005529,0,0,5.083969,5.681524,0,0,2.70473,3.264424,0,0,0.612181,5.263158,0.529209,29.293776
Tumour,23896,28473,28489,7928,7951,1,1,16.349731,14.062715,0,0,0,0,1,1,2.240486,2.170133,0,0,1.1709,1.156823,0,0,0.316135,7.407407,0.445888,1,1,13.43063,13.998403,1,1,9.179235,9.224275,0,0,0.576959,5.555556,0.518068,66.34915
Tumour,23900,28446,28463,7933,7943,1,1,9.6054,8.225078,1,1,0.061427,0.046596,0,0,1.044024,0.853804,0,0,0.900685,0.911368,1,1,2.303587,57.14286,2.193543,0,0,6.501286,8.029319,1,1,7.194364,8.125083,0,0,0.661747,16.666668,0.680736,37.806496
Tumour,23901,28125,28147,7936,7967,1,1,23.320965,22.463373,1,1,0.127056,0.119234,0,0,0.616423,0.622648,0,0,0.519033,0.517995,0,0,0,0,0,1,1,8.416768,7.406834,0,0,5.691863,4.929901,0,0,0.570102,0,0.585057,124.18558
Tumour,23920,28185,28200,7952,7967,1,1,18.675592,17.904287,0,0,2.1e-05,1.9e-05,0,0,0.540241,0.539517,0,0,0.457866,0.448555,0,0,0,0,0,0,0,6.318868,6.319234,0,0,4.191324,3.96892,0,0,0.496513,0,0.505554,49.323708
Tumour,23941,28217,28234,7974,7993,1,1,22.740454,21.522333,1,1,0.102215,0.092724,0,0,0.65151,0.647804,0,0,0.635746,0.612262,0,0,0,0,0,1,1,8.516869,7.648387,0,0,5.891955,5.094238,0,0,0.634448,0,0.700219,60.84092
Tumour,23953,28186,28206,7992,8017,1,1,15.939364,15.070005,0,0,0.038303,0.034906,0,0,0.574031,0.666931,0,0,0.489083,0.47743,0,0,0,0,0.000142,0,0,5.240579,6.261592,0,0,3.056855,3.980682,0,0,0.500262,0,0.575959,110.665375
Tumour,23973,19107,19135,4157,4192,1,1,15.041064,13.918829,1,1,0.251642,0.224812,0,0,0.629079,0.663141,0,0,0.367298,0.361172,0,0,0.000356,0,0.007292,0,0,3.230456,3.808937,0,0,2.477032,3.306482,0,0,0.913089,6.153846,0.8369,151.47636
Tumour,23995,19536,19548,4176,4188,1,1,10.76187,9.41444,0,0,0.025805,0.020732,0,0,0.739418,0.728439,0,0,0.344744,0.338896,0,0,0,0,2.9e-05,0,0,4.858765,4.073833,0,0,4.687122,3.485952,0,0,1.05363,30.434782,0.962242,29.293776
Tumour,24000,19551,19566,4181,4195,1,1,5.683413,5.31302,0,0,0.001246,0.001,0,0,1.007097,0.961564,0,0,0.355717,0.350572,0,0,0,0,0,0,0,5.17869,5.86879,1,1,8.438415,7.860693,0,0,1.002332,34.285717,0.850963,44.316223
Tumour,24036,19612,19634,4200,4219,1,1,13.685308,11.80945,0,0,0.002616,0.002127,0,0,0.722535,0.704275,0,0,0.370554,0.378612,0,0,0.030616,0,0.034186,0,0,4.158545,3.318733,0,0,2.955338,2.151616,0,0,0.94951,0,0.920026,75.11224
